recipientid,case_status,case_reopened,case_isactive,demo_familysize,demo_deceasedcount,demo_eduburden,demo_maritalvuln,med_disability,med_chronic,med_urgent,med_count,house_isrented,house_rent,house_infra,house_elec,house_ratio,fin_balance,fin_status,hist_lastmonth,xgboost_suggestion,group_id,max_budget,min_allocation,max_allocation,min_cases,amount_allocated
42ecc230,0,2,1,2,1,5,2,7,4,0,8,1,800,1,1,0.5,411.3750074,1,716.0934825,680.3589,12,130000,600,1500,200,289.15253249999995
6350c315,0,0,1,8,1,17,3,0,0,1,5,0,0,1,0,0.125,24.13594348,1,814.4191972,724.9944,12,130000,600,1500,200,416.87178
134becf5,0,0,1,1,1,4,0,7,0,0,6,1,800,0,1,1.0,252.5289001,1,942.1424823,434.9098,12,130000,600,1500,200,0.0
02eefc79,0,2,1,3,1,18,5,0,4,1,0,1,400,1,0,0.333333333,311.5736837,1,50.0188209,730.483,12,130000,600,1500,200,357.02356624999993
676b1246,0,1,1,3,1,16,2,7,4,0,9,1,800,1,0,0.333333333,122.3947595,1,533.6051011,844.3019,12,130000,600,1500,200,422.15095
e215be87,0,0,1,3,2,14,1,7,4,1,7,1,1500,0,1,0.333333333,300.0702416,1,35.06494902,1138.0278,12,130000,600,1500,200,556.21108725
64ef5335,0,1,1,5,2,16,4,0,0,1,9,1,800,0,1,0.2,319.781049,1,620.2788171,650.3679,12,130000,600,1500,200,317.86731112499996
0f63d0a6,0,2,1,4,2,17,2,0,4,0,1,1,400,1,1,0.25,496.0632357,1,30.78310224,642.1883,12,130000,600,1500,200,272.9300275
47bec970,0,0,1,4,0,8,2,7,0,1,3,1,400,1,1,0.25,213.9202853,1,825.3015623,809.159,12,130000,600,1500,200,465.26642499999997
a18f148e,0,2,1,1,2,8,5,0,0,1,1,0,0,1,1,1.0,204.7353709,1,467.9853661,360.7214,12,130000,600,1500,200,0.0
a4485e75,0,1,1,1,2,5,5,0,0,1,1,1,1500,0,1,1.0,167.2604871,1,434.0710818,439.7237,12,130000,600,1500,200,0.0
81bea403,0,0,1,2,0,13,2,7,4,0,1,0,0,1,0,0.5,148.4001025,1,823.7242861,535.1567,12,130000,600,1500,200,0.0
c6a8e799,0,2,1,1,0,5,2,7,0,1,9,0,0,1,1,1.0,238.5800232,1,625.8466661,570.6259,12,130000,600,1500,200,0.0
b5220a60,0,2,1,1,1,19,3,7,4,0,1,0,0,1,1,1.0,350.0941296,1,208.383679,654.1691,12,130000,600,1500,200,278.0218675
e8e66eea,0,0,1,3,2,13,4,0,0,1,7,0,0,0,1,0.333333333,435.5935232,1,594.1214665,411.3343,12,130000,600,1500,200,0.0
16c71165,0,1,1,4,0,2,3,7,0,0,5,0,0,1,1,0.25,67.26274614,1,23.7767023,453.2905,12,130000,600,1500,200,0.0
3b983b57,0,1,1,6,2,14,4,7,0,0,8,1,400,1,1,0.166666667,289.5571349,1,693.6176378,800.5712,12,130000,600,1500,200,400.2856
7c735f54,0,2,1,4,0,7,0,7,4,0,9,0,0,1,1,0.25,209.7698223,1,891.4538731,505.9691,12,130000,600,1500,200,0.0
cff9bcb1,0,1,1,7,2,19,3,7,0,0,9,0,0,0,1,0.142857143,248.361913,1,564.818314,828.6057,12,130000,600,1500,200,414.30285
1783d1ba,0,2,1,2,0,8,1,7,4,1,7,0,0,0,1,0.5,256.2373521,1,908.8874404,738.6041,12,130000,600,1500,200,424.69735749999995
d001fe08,0,0,1,7,2,7,5,0,0,1,5,1,800,1,1,0.142857143,307.0813513,1,731.6459039,705.1655,12,130000,600,1500,200,344.64963812499997
3da1ee8b,0,1,1,2,1,9,1,7,0,0,8,0,0,0,0,0.5,423.3609952,1,809.4732096,513.5923,12,130000,600,1500,200,0.0
0a4c7195,0,0,1,4,0,6,5,7,4,1,7,1,400,1,0,0.25,24.90393879,1,538.0795429,1138.0265,12,130000,600,1500,200,654.3652374999999
f5e040dd,0,0,1,2,1,17,0,7,4,0,3,1,800,0,1,0.5,374.8764393,1,195.4225866,623.2902,12,130000,600,1500,200,264.89833500000003
dc60560f,0,2,1,2,2,7,0,0,0,0,1,1,1500,1,1,0.5,197.314535,1,852.3653493,461.6352,12,130000,600,1500,200,0.0
5029fc62,0,2,1,1,2,19,2,0,0,1,5,0,0,1,1,1.0,241.0467594,1,44.4771888,363.0575,12,130000,600,1500,200,0.0
de33a0a0,0,0,1,4,0,9,1,7,4,1,2,0,0,0,1,0.25,87.34981511,1,646.5350988,899.7287,12,130000,600,1500,200,517.3440025
cf8437e5,0,0,1,5,0,8,4,0,0,0,4,1,400,0,1,0.2,23.93279945,1,117.5996166,415.0484,12,130000,600,1500,200,0.0
a54db504,0,0,1,7,2,14,4,7,4,1,2,1,400,1,1,0.142857143,135.0010224,1,959.0439969,1358.7886,12,130000,600,1500,200,1358.7886
6e9bdaef,0,2,1,1,1,13,0,7,0,1,0,0,0,0,0,1.0,361.2167115,1,786.6525161,779.7608,12,130000,600,1500,200,381.108091
1fa62200,0,1,1,5,2,13,4,0,4,0,6,1,400,1,1,0.2,204.2436944,1,66.79707726,685.9593,12,130000,600,1500,200,342.97965
494c4f84,0,0,1,7,1,2,1,7,0,1,7,1,1500,0,1,0.142857143,82.99723034,1,256.1508852,1086.9742,12,130000,600,1500,200,625.010165
72a84497,0,2,1,8,2,3,3,7,0,0,8,1,400,0,1,0.125,67.36022255,1,25.63224988,881.7107,12,130000,600,1500,200,440.85535
afdbf6f6,0,1,1,6,2,2,4,0,4,0,7,1,400,0,1,0.166666667,99.82432098,1,574.9534932,656.9641,12,130000,600,1500,200,328.48205
d302377e,0,1,1,1,0,19,1,7,4,1,4,0,0,1,1,1.0,261.3486323,1,493.2434959,855.5417,12,130000,600,1500,200,491.93647749999997
aca7c429,0,0,1,3,2,4,0,7,4,0,9,0,0,1,0,0.333333333,140.295108,1,411.2551879,637.6604,12,130000,600,1500,200,318.8302
4626fe10,0,2,1,4,1,12,5,7,4,0,1,0,0,1,1,0.25,98.14360007,1,999.3299215,773.4831,12,130000,600,1500,200,386.74155
5034bad4,0,2,1,2,0,11,2,7,4,0,2,0,0,1,1,0.5,123.8094436,1,80.77921387,523.4996,12,130000,600,1500,200,0.0
c28077ec,0,0,1,3,0,12,5,7,4,1,0,0,0,1,1,0.333333333,117.2244244,1,531.3917931,896.6542,12,130000,600,1500,200,515.576165
637f86b7,0,0,1,2,2,14,0,7,0,0,4,1,800,1,1,0.5,477.9154148,1,299.9739082,607.2144,12,130000,600,1500,200,0.0
5f02283b,0,1,1,5,0,17,2,7,4,0,1,1,800,1,1,0.2,216.8030167,1,609.2226628,694.9722,12,130000,600,1500,200,347.4861
b15ffb66,0,0,1,6,0,19,0,7,0,1,6,0,0,1,1,0.166666667,5.036830997,1,230.0859084,926.6647,12,130000,600,1500,200,532.8322025
f32a6bc3,0,0,1,2,1,3,4,7,0,0,1,0,0,0,1,0.5,99.05209712,1,320.0109892,473.4834,12,130000,600,1500,200,0.0
1747162d,0,1,1,3,1,14,2,0,0,0,9,0,0,1,1,0.333333333,175.8238671,1,223.4125449,436.3957,12,130000,600,1500,200,0.0
87ffe6f6,0,1,1,6,0,18,4,7,4,1,1,0,0,1,0,0.166666667,330.5001494,1,165.8779247,1273.3227,12,130000,600,1500,200,622.3364696249998
1f94df4a,0,1,1,6,2,16,5,0,0,1,8,1,1500,1,1,0.166666667,97.30962716,1,2.668168009,885.5899,12,130000,600,1500,200,509.2141924999999
95de5085,0,2,1,5,1,7,3,0,0,0,7,0,0,0,0,0.2,178.4443311,1,801.3722499,505.4842,12,130000,600,1500,200,0.0
d44c7621,0,2,1,1,2,18,4,0,0,0,9,0,0,0,1,1.0,435.2054143,1,137.8988217,316.7489,12,130000,600,1500,200,0.0
1dc85987,0,0,1,3,1,10,3,7,0,0,6,0,0,0,0,0.333333333,337.9459444,1,466.30299,655.5042,12,130000,600,1500,200,278.58928499999996
27df26b0,0,2,1,6,1,12,1,0,0,0,2,0,0,1,0,0.166666667,465.6333137,1,706.212986,569.3012,12,130000,600,1500,200,0.0
60f2aa3f,0,2,1,4,1,11,3,7,0,0,5,1,800,1,1,0.25,7.836186944,1,254.6268667,770.5477,12,130000,600,1500,200,385.27385
d3ebc546,0,0,1,3,0,8,1,0,0,1,0,0,0,0,1,0.333333333,129.6127436,1,772.7441445,183.0231,12,130000,600,1500,200,0.0
f33ad136,0,0,1,5,1,3,0,0,4,1,5,0,0,0,1,0.2,494.1017464,1,754.9787331,547.4456,12,130000,600,1500,200,0.0
8d43d275,0,1,1,5,1,17,0,0,0,1,9,0,0,0,1,0.2,16.70150329,1,552.0323758,489.1653,12,130000,600,1500,200,0.0
a173a99d,0,0,1,2,2,8,5,0,0,1,6,1,1500,0,0,0.5,6.63427043,1,441.8480872,599.612,12,130000,600,1500,200,0.0
0ae9b97e,0,1,1,6,2,7,0,0,0,1,7,1,1500,1,1,0.166666667,384.7183308,1,332.3099107,596.791,12,130000,600,1500,200,0.0
c74ef74a,0,0,1,5,1,15,3,7,4,1,2,0,0,1,1,0.2,494.6666434,1,318.6751537,1178.3421,12,130000,600,1500,200,575.914701375
fefc1fa9,0,0,1,3,2,9,0,7,0,1,4,1,400,1,1,0.333333333,448.8817888,1,876.6052784,833.2142,12,130000,600,1500,200,407.23344024999994
2bddd024,0,1,1,8,2,18,4,0,4,1,5,0,0,0,0,0.125,102.4007625,1,902.17616,999.2593,12,130000,600,1500,200,574.5740975
d0a82551,0,2,1,1,2,9,5,7,4,1,9,0,0,1,1,1.0,144.0747445,1,255.9849538,960.6168,12,130000,600,1500,200,552.35466
44563186,0,0,1,6,1,4,0,7,0,0,3,0,0,0,1,0.166666667,108.0942869,1,854.2676927,675.3331,12,130000,600,1500,200,337.66655
781a50dd,0,2,1,3,2,4,2,0,0,0,9,1,400,0,1,0.333333333,119.7974415,1,71.87525371,420.4174,12,130000,600,1500,200,0.0
2c776a3a,0,1,1,8,0,18,1,0,0,0,9,1,400,1,1,0.125,30.84014813,1,693.466906,585.6643,12,130000,600,1500,200,0.0
08d7ead5,0,1,1,4,0,8,5,0,0,1,6,1,800,0,1,0.25,488.4855273,1,583.8332726,380.7609,12,130000,600,1500,200,0.0
aa5e764c,0,2,1,1,2,15,3,0,4,1,4,0,0,0,1,1.0,417.1889318,1,835.2455477,464.2378,12,130000,600,1500,200,0.0
cabe2028,0,1,1,2,0,4,5,0,4,0,4,1,400,0,0,0.5,113.5745444,1,437.4894409,372.1926,12,130000,600,1500,200,0.0
15c1aa02,0,2,1,4,0,12,2,0,0,0,0,0,0,1,1,0.25,330.5652934,1,931.8257231,285.5671,12,130000,600,1500,200,0.0
fe03def9,0,0,1,5,2,12,2,7,0,1,2,1,400,1,1,0.2,246.7863966,1,298.3805136,1076.2427,12,130000,600,1500,200,618.8395525
b00f8fba,0,2,1,3,1,17,2,7,0,0,5,1,800,1,0,0.333333333,231.3799704,1,343.3533864,798.4145,12,130000,600,1500,200,399.20725
c44dd67e,0,0,1,3,1,5,5,0,0,1,8,0,0,0,0,0.333333333,174.0351854,1,901.741676,461.7093,12,130000,600,1500,200,0.0
5a67bd26,0,2,1,8,1,18,0,0,4,1,4,0,0,0,1,0.125,199.9162297,1,593.7974594,819.1547,12,130000,600,1500,200,471.0139525
ed684af5,0,1,1,6,0,15,3,0,4,1,7,0,0,0,1,0.166666667,266.4451642,1,436.2756556,622.8469,12,130000,600,1500,200,358.13696749999997
30c82c0f,0,2,1,8,1,14,3,7,0,0,1,1,800,1,0,0.125,307.5632913,1,553.8309159,988.8736,12,130000,600,1500,200,420.27128
8c0027ff,0,1,1,7,0,6,0,7,0,0,3,1,800,1,1,0.142857143,229.0334695,1,38.89581225,712.3311,12,130000,600,1500,200,356.16555
a9a7c67d,0,2,1,1,2,13,4,0,4,0,7,0,0,1,1,1.0,71.14310931,1,58.56271052,494.5031,12,130000,600,1500,200,0.0
f5008717,0,2,1,1,2,16,1,0,4,1,2,0,0,0,1,1.0,301.0509151,1,19.0976556,507.7111,12,130000,600,1500,200,0.0
b1056567,0,1,1,1,2,0,5,7,0,0,7,0,0,0,1,1.0,13.81591643,1,502.8940779,499.7512,12,130000,600,1500,200,0.0
565428bb,0,0,1,2,1,9,3,7,4,0,9,1,800,0,0,0.5,371.5009593,1,951.6035625,721.3843,12,130000,600,1500,200,306.5883275
4f5bb38a,0,1,1,1,2,7,3,7,0,1,9,0,0,0,1,1.0,202.0402647,1,751.1483678,707.2988,12,130000,600,1500,200,406.69680999999997
9b3ae596,0,1,1,7,1,2,2,0,4,1,3,1,1500,0,1,0.142857143,379.2278737,1,349.4851823,914.6007,12,130000,600,1500,200,447.01109212499995
572e7055,0,0,1,1,1,11,1,7,0,1,0,1,800,1,1,1.0,233.4837046,1,688.6292899,793.7358,12,130000,600,1500,200,456.398085
cb214d50,0,1,1,8,2,1,2,0,4,0,2,0,0,0,1,0.125,408.766208,1,445.1110347,620.8228,12,130000,600,1500,200,0.0
7c5ea3bd,0,2,1,7,2,7,1,0,4,1,8,0,0,0,0,0.142857143,441.5665312,1,629.5103222,795.3829,12,130000,600,1500,200,388.7433923749999
4b82f695,0,1,1,7,1,3,5,7,4,1,4,0,0,0,1,0.142857143,148.472548,1,305.381482,1249.2714,12,130000,600,1500,200,718.331055
d67a2e0f,0,0,1,3,1,19,5,7,0,1,4,0,0,0,1,0.333333333,130.0579915,1,673.7116477,959.4871,12,130000,600,1500,200,551.7050825
84abaacd,0,2,1,6,0,17,0,0,0,0,5,1,1500,0,0,0.166666667,404.0841236,1,930.4234932,564.9033,12,130000,600,1500,200,0.0
35fb6dbc,0,1,1,3,1,2,4,0,0,0,6,1,800,0,1,0.333333333,221.958349,1,826.3631849,443.404,12,130000,600,1500,200,0.0
145120f7,0,2,1,7,1,11,1,0,0,1,0,1,1500,1,1,0.142857143,492.9801511,1,319.2567052,690.5548,12,130000,600,1500,200,337.50865849999997
eeb1f288,0,0,1,5,1,15,2,7,4,1,9,1,800,0,1,0.2,322.5156673,1,433.0761026,1182.961,12,130000,600,1500,200,578.1721887499999
069971ae,0,1,1,4,1,12,3,0,0,0,3,0,0,1,1,0.25,363.0530342,1,71.00107951,522.0007,12,130000,600,1500,200,0.0
37968307,0,0,1,3,1,17,4,7,0,0,1,0,0,1,1,0.333333333,471.6171417,1,53.34016301,670.2202,12,130000,600,1500,200,284.84358499999996
56686e5c,0,2,1,6,2,19,3,0,4,1,6,0,0,1,1,0.166666667,154.1775353,1,109.2615566,844.3045,12,130000,600,1500,200,485.4750874999999
fd2cd902,0,2,1,7,2,18,4,7,4,0,4,1,400,0,1,0.142857143,465.5655878,1,141.0597995,988.8034,12,130000,600,1500,200,420.241445
4663be74,0,1,1,1,2,1,1,0,4,0,3,1,800,0,1,1.0,8.939242017,1,838.3378206,393.9468,12,130000,600,1500,200,0.0
03f88f97,0,0,1,6,2,9,3,7,4,1,3,0,0,1,1,0.166666667,63.05134799,1,339.0741485,1278.5929,12,130000,600,1500,200,735.1909175
cf76fcb4,0,0,1,7,0,19,1,0,4,1,3,0,0,1,0,0.142857143,240.6380753,1,865.1908111,794.8291,12,130000,600,1500,200,457.0267325
f0354276,0,0,1,6,0,17,4,7,4,0,9,0,0,0,0,0.166666667,262.2927895,1,337.3928312,793.9763,12,130000,600,1500,200,396.98815
a0cc6de9,0,2,1,7,1,2,0,7,0,1,2,1,1500,1,0,0.142857143,55.47813052,1,276.0751361,1178.9895,12,130000,600,1500,200,677.9189624999999
6dd5a1cd,0,2,1,6,1,19,5,7,0,0,4,0,0,1,1,0.166666667,473.9686732,1,894.5388522,814.8777,12,130000,600,1500,200,346.3230225
e88e9c37,0,2,1,3,2,3,2,7,4,1,1,1,800,1,0,0.333333333,207.1002772,1,336.159665,1218.5498,12,130000,600,1500,200,700.6661349999999
152198b8,0,0,1,2,0,15,0,0,0,0,2,1,800,1,1,0.5,128.8280884,1,788.6864292,259.9337,12,130000,600,1500,200,0.0
2c513e90,0,2,1,6,1,9,4,7,0,0,6,1,400,1,1,0.166666667,192.8583564,1,928.80402,772.4184,12,130000,600,1500,200,386.2092
b9edf91c,0,1,1,8,2,6,5,0,4,1,7,0,0,0,1,0.125,35.01731182,1,342.8920913,809.1187,12,130000,600,1500,200,465.2432525
44fc3c19,0,2,1,2,0,11,0,7,4,1,7,1,1500,0,0,0.5,442.3411887,1,986.1803116,952.536,12,130000,600,1500,200,465.5519699999999
3bdaf38b,0,0,1,2,0,17,2,0,4,1,3,1,800,0,1,0.5,263.1993979,1,951.1462314,484.4164,12,130000,600,1500,200,0.0
f1403211,0,2,1,5,1,8,3,7,0,1,3,0,0,1,0,0.2,475.1420251,1,795.1407225,981.9329,12,130000,600,1500,200,479.919704875
a3117064,0,1,1,4,1,16,4,0,0,1,5,0,0,1,0,0.25,38.51599999,1,36.89328891,662.844,12,130000,600,1500,200,381.1353
a2a8c03d,0,0,1,7,0,1,1,7,0,1,8,1,800,0,1,0.142857143,267.050845,1,947.6025016,842.2388,12,130000,600,1500,200,484.28730999999993
add5cecf,0,2,1,7,0,11,1,7,0,1,4,1,400,0,1,0.142857143,139.7971853,1,117.4719403,921.0006,12,130000,600,1500,200,529.575345
e6b572e6,0,0,1,4,2,14,5,7,0,0,1,1,800,1,1,0.25,53.3096364,1,375.2411325,863.8188,12,130000,600,1500,200,431.9094
7eb3a58a,0,2,1,8,2,1,1,0,0,1,3,0,0,1,1,0.125,201.3768094,1,753.2595386,601.9585,12,130000,600,1500,200,0.0
6d7947a0,0,0,1,2,0,9,0,7,0,0,1,0,0,0,1,0.5,205.2465573,1,306.7727514,266.6872,12,130000,600,1500,200,0.0
263e1eed,0,1,1,4,1,18,0,0,4,1,1,0,0,1,0,0.25,357.0271653,1,164.6546883,679.7856,12,130000,600,1500,200,332.245212
6cbdb5ee,0,1,1,7,0,3,4,0,0,1,2,1,1500,1,0,0.142857143,357.610738,1,810.2058495,727.0848,12,130000,600,1500,200,355.3626959999999
b3ecdcbf,0,2,1,8,1,14,3,0,0,1,7,1,1500,1,1,0.125,331.0865062,1,239.4887146,871.4459,12,130000,600,1500,200,425.91918362499996
2cebc859,0,1,1,7,0,11,5,0,0,1,8,0,0,1,1,0.142857143,21.23938332,1,712.1917283,535.3998,12,130000,600,1500,200,0.0
d311e2eb,0,1,1,5,2,6,2,0,0,0,3,0,0,0,1,0.2,335.1008147,1,476.7952239,435.7249,12,130000,600,1500,200,0.0
c0345a00,0,1,1,1,1,3,5,0,0,1,7,1,400,1,1,1.0,138.9097474,1,30.19201534,381.9842,12,130000,600,1500,200,0.0
ab66195f,0,0,1,1,0,15,3,7,0,0,9,1,1500,0,0,1.0,285.2289576,1,817.914626,523.9247,12,130000,600,1500,200,0.0
1038b429,0,1,1,8,2,17,5,7,4,0,8,0,0,1,0,0.125,82.37051918,1,100.0646716,1190.3476,12,130000,600,1500,200,595.1738
d79921d5,0,1,1,8,2,14,0,7,0,0,8,1,1500,0,1,0.125,217.3451963,1,814.0682874,957.7685,12,130000,600,1500,200,478.88425
fc1d3751,0,0,1,7,2,12,1,7,0,0,0,0,0,1,1,0.142857143,182.5017478,1,564.3392232,762.5748,12,130000,600,1500,200,381.2874
678ea634,0,0,1,1,0,3,4,7,0,0,9,0,0,1,1,1.0,239.7403156,1,398.0431741,350.0081,12,130000,600,1500,200,0.0
841c7e57,0,0,1,8,0,0,0,7,0,0,6,1,800,1,1,0.125,468.3869748,1,6.083310915,653.8805,12,130000,600,1500,200,277.8992125
d3e336b3,0,0,1,1,1,1,2,0,4,1,4,1,1500,0,1,1.0,220.9820545,1,499.2115035,567.151,12,130000,600,1500,200,0.0
07d665bd,0,1,1,4,2,10,2,7,0,1,4,1,1500,1,1,0.25,447.8595874,1,701.7310408,1089.1153,12,130000,600,1500,200,532.3051028749999
2f43be9d,0,2,1,8,2,4,5,7,4,0,1,1,1500,0,1,0.125,428.2859512,1,997.7843878,1076.3961,12,130000,600,1500,200,457.46834249999995
86e14b2d,0,2,1,6,0,3,5,7,0,0,8,0,0,1,1,0.166666667,115.4701796,1,21.02480722,587.1606,12,130000,600,1500,200,0.0
8aa2c08b,0,1,1,1,0,15,4,7,4,0,0,0,0,1,1,1.0,343.0365777,1,484.3429023,460.9852,12,130000,600,1500,200,0.0
6452eab6,0,1,1,5,2,8,2,0,4,0,4,0,0,1,1,0.2,462.3062662,1,993.3727882,568.8618,12,130000,600,1500,200,0.0
4bdac35c,0,0,1,2,1,11,2,0,0,1,7,0,0,1,1,0.5,255.5023818,1,898.1175836,352.4391,12,130000,600,1500,200,0.0
355c3a4d,0,1,1,4,0,9,0,0,4,0,8,0,0,0,0,0.25,50.01583553,1,622.5937966,372.3876,12,130000,600,1500,200,0.0
b943db7e,0,2,1,5,0,7,3,0,4,0,4,0,0,1,1,0.2,403.7512626,1,967.8002467,405.6988,12,130000,600,1500,200,0.0
9bb5c6ae,0,1,1,1,0,10,4,0,4,0,3,0,0,1,1,1.0,473.3955861,1,31.13573793,256.8852,12,130000,600,1500,200,0.0
8f262ebe,0,0,1,7,1,2,0,0,0,0,0,0,0,0,0,0.142857143,359.9946155,1,791.5750964,543.4897,12,130000,600,1500,200,0.0
c38c9218,0,2,1,6,0,0,2,0,4,1,4,0,0,1,0,0.166666667,112.3820724,1,915.5919855,643.9056,12,130000,600,1500,200,370.24572
128fd6ee,0,2,1,5,1,10,5,0,4,1,4,1,400,1,0,0.2,30.22346149,1,757.0118677,830.3321,12,130000,600,1500,200,477.44095749999997
164283d3,0,0,1,3,2,1,1,7,0,1,2,1,800,0,0,0.333333333,119.1312067,1,24.13277869,999.9925,12,130000,600,1500,200,574.9956874999999
38be4bf8,0,0,1,1,1,2,5,7,4,1,3,1,800,1,1,1.0,138.8820247,1,810.8205378,1084.4808,12,130000,600,1500,200,623.57646
03474c12,0,2,1,2,0,2,1,0,0,1,0,1,400,1,0,0.5,476.1506923,1,674.2314497,236.4674,12,130000,600,1500,200,0.0
fe666bbc,0,0,1,6,2,18,0,0,0,0,7,1,800,1,1,0.166666667,208.9588424,1,547.8708106,582.3571,12,130000,600,1500,200,0.0
2dc4bd4e,0,1,1,6,1,17,1,0,0,0,5,1,800,0,1,0.166666667,276.8882813,1,440.521744,650.3172,12,130000,600,1500,200,325.1586
b5f69a5a,0,0,1,3,0,18,4,0,0,0,1,1,800,1,0,0.333333333,370.2594698,1,659.3990799,445.1837,12,130000,600,1500,200,0.0
b237836d,0,1,1,4,2,14,3,7,4,0,8,1,400,0,1,0.25,398.6197875,1,968.228051,739.7182,12,130000,600,1500,200,314.380235
8a38f859,0,2,1,2,1,13,5,0,4,0,6,1,1500,0,1,0.5,376.465033,1,594.9683573,622.726,12,130000,600,1500,200,0.0
fffa330a,0,1,1,8,0,18,4,7,4,0,9,1,1500,1,1,0.125,134.6784591,1,317.7605068,1044.2939,12,130000,600,1500,200,522.14695
b1b36f0b,0,1,1,5,1,9,3,7,4,1,0,1,800,0,1,0.2,50.44101403,1,648.4975975,1206.5456,12,130000,600,1500,200,693.7637199999999
f4cbc3d6,0,1,1,8,0,6,5,0,4,1,1,1,1500,1,1,0.125,345.1033325,1,77.64791535,860.0488,12,130000,600,1500,200,420.34885099999997
64a87334,0,1,1,1,1,3,4,7,4,0,5,0,0,0,1,1.0,123.2606479,1,276.7199975,533.6045,12,130000,600,1500,200,0.0
b1a3653e,0,2,1,7,0,12,3,0,4,1,4,0,0,0,1,0.142857143,19.62178802,1,105.7789069,693.7138,12,130000,600,1500,200,398.885435
7dae03c1,0,1,1,2,0,0,3,0,0,1,0,1,800,1,1,0.5,357.0607637,1,256.5204273,247.4108,12,130000,600,1500,200,0.0
7f37f6f7,0,0,1,5,0,4,4,7,0,0,6,1,400,0,1,0.2,456.592302,1,130.4534872,497.64,12,130000,600,1500,200,0.0
0319f7a5,0,1,1,6,0,9,4,7,4,0,8,0,0,0,1,0.166666667,260.7443109,1,549.9083871,691.3998,12,130000,600,1500,200,345.6999
da7568db,0,1,1,6,0,15,3,0,4,1,5,1,400,0,0,0.166666667,168.0542446,1,614.9341779,710.268,12,130000,600,1500,200,408.40409999999997
f6aa7bce,0,0,1,5,2,3,5,7,0,1,6,1,1500,0,1,0.2,19.57527214,1,510.7132869,1036.4601,12,130000,600,1500,200,595.9645575
89fc1d7f,0,0,1,1,0,0,4,0,4,0,0,1,800,1,1,1.0,333.9301111,1,314.5460976,316.2198,12,130000,600,1500,200,0.0
45cb75ca,0,1,1,5,0,11,0,0,4,0,9,1,800,0,1,0.2,49.88150202,1,119.2501677,528.4188,12,130000,600,1500,200,0.0
3a68289a,0,2,1,2,2,10,5,7,4,1,2,0,0,0,0,0.5,480.3700548,1,671.6429215,1052.7959,12,130000,600,1500,200,514.553996125
ef01cd58,0,0,1,4,1,5,0,7,4,0,4,0,0,0,1,0.25,492.872351,1,404.1948796,528.8738,12,130000,600,1500,200,0.0
5e37f4a7,0,2,1,8,2,16,2,7,0,1,5,1,800,0,0,0.125,490.9386482,1,944.2236745,1120.8613,12,130000,600,1500,200,547.820960375
68962464,0,1,1,7,0,3,4,0,4,0,4,0,0,0,0,0.142857143,444.3933834,1,351.2196307,586.1986,12,130000,600,1500,200,0.0
ed9661ba,0,1,1,8,1,4,1,0,4,1,2,1,800,1,0,0.125,199.697674,1,587.3667795,987.1238,12,130000,600,1500,200,567.5961849999999
ec3c4279,0,0,1,8,0,0,3,0,4,0,7,0,0,0,0,0.125,327.316013,1,688.4877913,551.9163,12,130000,600,1500,200,0.0
d3d90fea,0,0,1,7,0,4,2,0,0,1,9,0,0,1,1,0.142857143,100.0081306,1,650.3071573,427.8781,12,130000,600,1500,200,0.0
7791b6bc,0,2,1,2,1,9,0,7,4,0,8,1,1500,0,1,0.5,196.7889101,1,252.0056712,707.5874,12,130000,600,1500,200,353.7937
a7ca1b50,0,0,1,8,0,8,4,0,4,1,9,1,400,0,1,0.125,415.2916626,1,951.4636797,665.2503,12,130000,600,1500,200,325.14108412499996
79008a96,0,0,1,6,0,15,1,7,0,0,0,0,0,1,1,0.166666667,346.6372137,1,456.1053995,597.4293,12,130000,600,1500,200,0.0
f1bf457a,0,0,1,1,0,18,2,0,0,0,1,1,1500,0,0,1.0,340.9364717,1,381.8447989,397.2436,12,130000,600,1500,200,0.0
6939fb6a,0,2,1,8,0,17,1,7,0,0,6,0,0,1,1,0.125,264.0292109,1,217.2574005,739.4582,12,130000,600,1500,200,369.7291
20992780,0,0,1,5,1,11,1,0,0,0,4,1,800,1,1,0.2,440.0533336,1,715.0019689,571.22,12,130000,600,1500,200,0.0
8217f25b,0,2,1,1,1,0,1,0,4,1,1,0,0,1,1,1.0,132.545701,1,645.9165264,467.8882,12,130000,600,1500,200,0.0
fdd07a29,0,0,1,5,2,3,3,7,4,0,8,0,0,0,1,0.2,281.1412514,1,832.8490416,725.7627,12,130000,600,1500,200,362.88135
8d30bdc0,0,2,1,2,2,17,3,7,4,1,3,1,800,1,1,0.5,499.1534652,1,816.8604805,1126.4565,12,130000,600,1500,200,550.5556143749999
7d7c7842,0,1,1,4,1,2,4,0,0,1,0,1,800,0,1,0.25,364.9578148,1,777.7915804,457.0137,12,130000,600,1500,200,0.0
af1095fc,0,2,1,3,0,17,0,0,4,0,1,1,1500,0,1,0.333333333,302.700186,1,374.3361537,426.0347,12,130000,600,1500,200,0.0
335451da,0,2,1,7,2,1,2,7,0,1,3,0,0,0,1,0.142857143,109.8751501,1,516.2310094,963.8005,12,130000,600,1500,200,554.1852875
15aa1450,0,1,1,2,2,11,2,0,4,1,6,0,0,0,1,0.5,271.0482546,1,654.9053021,515.125,12,130000,600,1500,200,0.0
8086e6a0,0,0,1,6,0,18,1,7,0,0,1,0,0,0,1,0.166666667,478.2744544,1,516.3398188,546.9841,12,130000,600,1500,200,0.0
